	article_id	wrong_empathy	distress	emotion	gender	education	race	age	income	personality_conscientiousness	personality_openess	personality_extraversion	personality_agreeableness	personality_stability	iri_perspective_taking	iri_personal_distress	iri_fantasy	iri_empathatic_concern	speaker_id	demographic_essay	article	empathy
1704	357	4.167	3.75	neutral	1.0	6.0	3.0	34.0	92000.0	5.5	4.5	2.5	2.5	5.0	2.857	3.143	3.0	3.143	167	I am a 34-year-old male of Black or African American race. I hold a four-year bachelor's degree and have a yearly income of 92000 USD. The political divide in this country has only gotten worse over the years. Trump in particular has allow a rather nasty aspect of American society to rise to the surface and be open about their nastiness. This means that people on opposite political spectrum cannot see eye-to-eye at all. This makes compromise even worse and less likely to succeed.	"In his first televised sit-down interview since becoming President-elect, Donald Trump told his supporters to stop harassing minorities. He expressed sadness over reports of harassment and urged his supporters to ""stop it."" Trump also criticized the protests that have broken out since his election, calling them ""horrible"" and blaming the press for exaggerating the incidents. He discussed his plans for FBI Director James Comey, saying he hasn't made up his mind about whether to ask for his resignation. Trump also addressed his stance on same-sex marriage, abortion, and deporting undocumented immigrants. He pledged to focus on deporting criminals and building a border wall. Trump defended his transition team, which includes lobbyists, saying that they know the system but will be phased out. He stuck by his claim that he knows more than American generals about fighting ISIS. Trump also expressed support for ditching the Electoral College and handing the presidency to the winner of the popular vote. He dismissed concerns about the impact of his presidency on his family's businesses, saying that saving the country is more important. Trump plans to turn down the presidential salary and does not intend to change his tone."	4.2
1135	274	7.0	1.0	neutral	2.0	4.0	1.0	33.0	60000.0	7.0	7.0	5.5	7.0	7.0	5.0	1.429	3.571	5.0	230	I am a 33-year-old female of the White race. I have completed some college but I do not have a degree. My income is 60000 USD. I find that it is of a truth, and am writing to you regarding this situation that is erupting in Yemen, that after the peace talks collapsed security and safety for citizens in these areas has greatly decreased. I find that how America feels about it, and others around the world, is more correct, than in error. Whereby they are appalled by all the violence and blood shed. I feel personally that each party should consider the welfare of the people at large, than any self-aggrandizements, and personal power plays. It they can become more self-less, and less selfish, they will make decisions that are in the best interest and safety of the people of Yemen, aside and apart of whatever their political idealogies may be, when they are saving lives, and not just garnering votes, or political power	The United Nations has expressed concern over the sharp increase in civilian casualties in Yemen since peace talks collapsed last month. The majority of these casualties were caused by airstrikes from a coalition led by Saudi Arabia. At least 329 civilians have been killed and 426 injured since the beginning of August. Saudi Arabia and its allies are trying to prevent an international investigation into possible war crimes. The United States and Britain, major suppliers of arms to Saudi Arabia, are finding it harder to ignore the bloodshed. The most recent example of the carnage was an airstrike on a market and residential area in Hodeidah, which killed at least 26 civilians. The United Nations has documented numerous attacks on civilian facilities by both coalition and rebel forces. Doctors Without Borders has pulled staff members out of six hospitals in Yemen after coalition planes bombed a facility. The United Nations has also expressed concern over the blockade of the city of Taiz, which has left residents critically short of food and water. The majority of civilian casualties have been caused by the Saudi-led coalition, according to a report to the Human Rights Council. Saudi Arabia and President Hadi's government have condemned the report as biased and have proposed a Yemeni commission to investigate human rights violations. Rights groups argue that a national body lacks expertise and that its reporting falls short of international standards. The European Union has drafted a competing resolution calling for a United Nations mission to Yemen. The Council will decide how to proceed after a week of diplomatic negotiations. President Hadi accused Iran of blocking the path towards peace in Yemen.	6.5
1699	377	1.0	1.0	fear	1.0	4.0	1.0	43.0	48000.0	6.0	3.5	2.5	3.5	7.0	3.429	1.0	3.571	2.0	55	I am a 43-year-old male of the White race. I have some college education but no degree, and my income is 48000 USD. Sometimes I worry a little, when I'm out in public, about a mass-shooting (or even some crazy with a vehicle running people over) happening. But, on the other side of the coin, the chances are pretty slim of that happening. Plus, if you think about it, the worst thing that happens, if that were to occur, is that I die and then nothing is my problem anymore. I'm in no rush to die, but if it happens, it happens. It's an inevitability.	The suspect in the Washington mall shooting, Arcan Cetin, will be arraigned on Monday. He is facing five counts of first-degree murder. Cetin was taken into custody after a 24-hour manhunt and was arrested near his home. He is a legal permanent resident of the United States, originally from Turkey. The motive for the shooting is still being determined, and authorities have not found a link between the suspect and the victims. Cetin walked into the mall and opened fire with a rifle before fleeing the scene. The weapon used in the shooting is still being investigated.	3.2
1772	221	6.167000000000001	3.0	anger	2.0	2.0	1.0	39.0	74500.0	3.5	7.0	6.5	7.0	4.5	3.714	3.143	3.714	4.428999999999999	204	I am a 39-year-old female of the White race. I have a high school diploma and earn 74500 USD. So I feel birth is birth. What difference does it make it you gave it vaginal or c-section. So people can be so evil in this world. You were pregnant and carried that baby in your belly for 8 to 9 months. Some ladies are faced with a life or death even choice. We have to do what is right for our babies but mostly for ourselves. I know you think wow selfish much, No this i why. If you are not here you can not raise and happy healthy family. Next if you are not your best or at 100% you really can not give your all.	"A UK mom, Jodie Shaw, posted a photo of her C-section scar on Instagram to challenge the notion that C-sections are ""the easy way out."" Shaw explained that she had to have a C-section due to a fibroid and low-lying placenta. She wanted to show that sometimes women don't have a choice in their birth plans. The photo received positive responses and reached thousands of likes on social media. Shaw hopes her story educates people about different types of births and emphasizes that a C-section is still a valid method of giving birth."	4.2
715	248	2.333	2.0	anger	1.0	4.0	1.0	35.0	90000.0	7.0	2.0	4.5	7.0	6.5	4.714	2.0	1.714	4.857	44	I am a 35-year-old male of the White race. I have completed some college but no degree and earn 90000 USD. I don't believe this at all.  I think people are overreacting to the news that Trump was elected president.  There are always bad apples out there, no matter who the president is.  To blame this on the president, right after he was even elected, is wrong.  Give the guy a chance and get over it and try to make something positive of this.	"Donald Trump's victory in the presidential election has sparked a polarizing reaction, especially among women and people of color. Social media is filled with reports of hate speech and hate crimes in the aftermath of the election, with many describing it as ""Day 1 in Trump's America."" Resources and organizations are available for those who want to get involved or seek support."	1.2
1193	145	1.3330000000000002	1.0	fear	1.0	6.0	5.0	31.0	40000.0	4.5	4.0	1.0	3.0	2.5	3.0	3.714	3.714	2.714	175	I am a 31-year-old male of the Asian/Pacific Islander race. I have a four-year bachelor's degree and earn 40,000 USD. I agree that this election is stressful. There seems to be a lot of tension between parties. People are worried about what could happen if Trump wins. I think all of the racists will come out of the woodwork. People won’t be comfortable. As a minority, I think things will feel different. People aren’t scared to post when behind a wall on social media.	A survey conducted by the American Psychological Association (APA) found that 52% of Americans consider the 2016 Presidential Election to be a significant source of stress. This stress is not limited to any particular political party and is exacerbated by social media posts, which can range from factual to inflammatory. Additionally, 38% of adults say that cultural and political discussions on social media cause them stress. The APA has provided a list of do's and don'ts for reading and reacting to election news. The stress trend is expected to continue until mid-November, as more people rely on online sources for news. While cable TV news remains the top source of election news, more millennials are turning to alternative sources for information.	4.2
1292	164	1.0	1.5	anger	2.0	6.0	1.0	58.0	35000.0	6.0	6.0	2.0	6.5	4.0	3.571	2.0	3.571	3.0	335	I am a 58-year-old female of the White race. I have a four-year bachelor's degree and earn 35000 USD. This is an old article, that made the Paris accords seem so responsible and dutiful, until Trump revealed that it was a crap deal that took advantage of the US, obligating them to pay way more than other countries. Plus the soonest results of this regulation will not occur for a century, and will be just a blip of difference. It's a scam.	India, one of the largest greenhouse gas emitters, will ratify the Paris climate agreement next month, according to Prime Minister Narendra Modi. The agreement, which aims to limit global temperature increase to below 2C, will only come into force after being ratified by at least 55 countries responsible for 55% of global carbon emissions. The US and China, together responsible for 40% of emissions, have already joined the agreement. Once ratified, countries must wait at least three years before exiting the agreement.	1.2
1271	397	1.0	1.0	sadness	1.0	6.0	1.0	35.0	3600.0	6.5	5.0	1.0	7.0	6.0	4.714	1.429	2.857	4.571000000000001	126	I am a 35-year-old male of the White race. I have a bachelor's degree and my income is 3600 USD. IT's sad to hear about dead fish, but that's what happens sometimes.  We can try to figure out what's going on and make a plan to stop, but nature is going to always come out ahead no matter what.  nature always has its balance and you can't stop that from happening.  If you do attempt, you're just going to cause more propblems than what it's worth and nature will still rule in the end.	The Pilcomayo River in Paraguay is experiencing an extensive die-off of caiman, fish, and other river creatures due to a combination of drought and mismanagement. Up to 98% of caimans and 80% of capybaras are suspected dead. The river has dried up for nearly 435 miles and the government has declared an environmental emergency. The mismanagement of water resources and infrastructure by both Paraguay and Argentina has exacerbated the crisis. The river's wandering behavior and the significant amount of sediment it transports downstream have contributed to the blockage and dispersal of the river outside its channel. The government is working to find a solution, but there is no water to release or divert. Zimbabwe plans to sell its wildlife, including elephants and possibly endangered African wild dogs, to replenish its coffers due to cash shortages and a drought. Critics argue that the mismanagement of the economy and lack of accountability make this plan unworkable. South Australia has been hit by a destructive storm just 24 hours after a super cell thunderstorm knocked out the state's entire power network. The storm caused heavy rain, flooding, and major damage, and left thousands without power. The state is still recovering from the previous storm and is facing challenges in restoring power and dealing with the aftermath.	2.3
1470	35	5.667000000000001	6.75	sadness	1.0	6.0	1.0	41.0	37500.0	6.0	6.0	5.5	6.5	6.5	4.428999999999999	2.4290000000000003	3.857	4.143	134	I am a 41-year-old male of the White race. I have a four-year bachelor's degree and earn 37500 USD. Hi N. Just wanting to talk to somebody and you as always you are the right person to reach to. I just read an article on the Matthew and the destruction it left in Haiti. I was overwhelmed and I almost cannot believe how many people were affected and not just that but they were suffering from all kinds of unimaginable things. Hunger was the first to list, there was a lot a starvation, people were poring from all over when aid was coming to bring them food aid with trucks. Disease was everywhere, doctors coming from all over the world had to face with cholera and disease. Infrastructure was damaged, homes destroyed. It is really hard to express in words all the suffering the people had to deal with. I feel like there should be something we should do to help.	A month after Hurricane Matthew hit southwestern Haiti, the region is facing widespread hunger and destruction. At least 800,000 people urgently need food, but there is not enough aid reaching the affected areas. Truckloads of food and medical supplies have been looted, and desperate crowds have clashed with police. The storm destroyed homes, crops, and livestock, leaving many without shelter or a means to survive. Cholera outbreaks are also occurring due to contaminated water supplies. The United Nations has only raised one-third of the emergency funding needed to help the affected population. The Haitian government, along with international relief organizations, is coordinating efforts to provide assistance, but political obstacles and the upcoming elections pose challenges. The situation is dire, with people sleeping under trees and lacking basic necessities. The destruction is so severe that some remote mountain villages may not receive aid until the end of November.	6.5
1537	180	3.667	3.75	sadness	1.0	6.0	1.0	34.0	48000.0	6.5	5.5	1.5	6.5	5.0	4.428999999999999	3.429	3.857	4.857	123	I am a 34-year-old male of the White race. I have a four-year bachelor's degree and earn 48000 USD. We live in a world someone can not only be arrested for their thoughts, but can be seen as a target for violence from monsters. From the shooter, to the local government, these actions should be condemned on all fronts. The government was wrong to arrest the deceased, and the murderer was of course wrong for shooting him to death . I am saddened that someone lost his life because of his charge of a charged message. While I do feel glad that apparent justice will be served in this case, this just goes to show you how violent some people can become when you toss religious ideals into the mix.	"Nahed Hattar, a Jordanian writer, was shot and killed outside a courthouse in Amman. He was facing charges for sharing an anti-ISIS cartoon that offended Muslim groups. Hattar had been remanded in custody last month for the Facebook post, which was deemed ""blasphemous."" The cartoon was intended to criticize ISIS beliefs, but it sparked anger instead. Hattar's killing has been condemned by the government, and an investigation is underway. He was known for his controversial positions and support of Syrian President Bashar al-Assad. Jordan is a key member of the US-led coalition fighting ISIS."	6.2
960	262	5.0	4.25	sadness	1.0	6.0	3.0	24.0	55000.0	4.0	6.5	5.5	4.0	7.0	4.857	2.0	3.429	3.143	155	I am a 24-year-old male who identifies as Black or African American. I have a four-year bachelor's degree and my income is 55000 USD. Hey,  This is some sad news. The rhino couldn't be saved from his infectious diseases, so he had to be put down. I feel bad for the animal as he or she didn't have to live this way. In addition, it was difficult to find treatment for the rhino, so I feel bad for the veterinarians that had to take care of the rhino.	Hope, a beloved white rhino cow and survivor of a brutal attack, has passed away due to a bacterial infection. She had become an ambassador for her species and symbolized the fight against poaching. The founder of Saving The Survivors, Dr. Johan Marais, discovered Hope and dedicated himself to saving her. Despite her tragic death, the organization remains committed to ending poaching and protecting rhinos from extinction. Hope's memory will live on as a symbol of resilience and the mission to create hope from adversity.	6.2
71	162	1.167	1.125	sadness	2.0	6.0	1.0	32.0	50000.0	6.0	5.0	1.5	5.0	5.0	3.571	3.143	3.286	4.143	300	I am a 32-year-old female of the White race. I have a four-year bachelor's degree and earn 50000 USD. So i just read this article on gold fish in the wild.  Wow. I learned a lot.  Apparently we have an overload of gold fish in our lakes and rivers, which is very bad for the fish and the earth.  It's bad for the earth because it messes with the sediments as they swim low on the bottom.  It is also bad for the fish because they aren't bread for the big waters.  their bodies grow as big as a football and they can weigh up to 4 pounds.  Some are not even healthy.  They say the best way to get rid of healthy fish is to bring it back to the pet store and to not flush sick or dead fish.  put them in an ice slush. this article was really sad and disturbing to read at the same time.	Goldfish that are released into the wild can become invasive and cause serious ecological damage. In Australia's Vasse River, goldfish have thrived and grown to large sizes, with some reaching 16 inches and four pounds. Goldfish invasions have also been reported in other places like Nevada, Colorado, and Alberta. The growth rate of goldfish in the Vasse River is the fastest known in the world. The problem with goldfish invasions stems from a disconnect between how people view goldfish as cute pets and their behavior in the wild. Goldfish are capable of rapid reproduction, uprooting vegetation, disturbing sediment, and transmitting diseases and parasites. Eradicating goldfish is difficult once they are established. Recent research has shown that goldfish are long-distance swimmers and migrate to spawn. Understanding goldfish behavior can help inform management strategies. It is crucial for pet owners to responsibly dispose of unwanted fish to prevent further invasions. Flushing fish down the toilet is not recommended.	4.2
510	120	4.0	5.375	sadness	1.0	5.0	1.0	36.0	96000.0	4.5	5.0	4.0	4.5	5.5	3.429	2.571	3.286	3.857	85	"I am a 36-year-old male of the White race. I completed a two-year associate degree and earn 96000 USD. I just can't imagine that this poor 4 year old was blinded the way she was. But then I wonder if it is truly an act of justice to carry out the same punishment on the perpetrator. It seems so human to want revenge, but it also feel so useless. In a way it seems to make ""us"" as ""bad"" as him. It just makes me sad."	"Iran has blinded a man for throwing acid in the face of a four-year-old girl. This punishment, known as ""eye-for-an-eye,"" was carried out for the second time this year. The attacker had previously blinded another girl in 2009. The law of retribution, a part of Islam's sharia code, allows victims to personally inflict punishments on their attackers. However, some victims choose to spare their attackers in exchange for blood money. Human rights groups have criticized this legal code as inhumane and brutal."	6.5
1065	270	5.5	6.0	fear	2.0	2.0	1.0	35.0	45000.0	7.0	6.5	3.5	7.0	5.5	4.143	3.143	4.143	4.857	201	I am a 35-year-old female of the White race. I have a high school diploma and earn 45000 USD. This is a dangerous occupation and I wish no one would do it. Some have to feed their families so I understand if it's the only job available. However- the government should make it safe for them. It is unavoidable and it seems it cannot be made safer. My condolences. I wouldn't want my family to work in one.	All 33 miners trapped in a gas explosion in a Chinese coal mine have been found dead. Two miners initially survived the explosion, but no others were found alive. Gas explosions in mines are often caused by sparks igniting leaked gas. The State Administration of Work Safety has ordered an investigation and vowed to punish those responsible. China's mining industry has a history of being dangerous, and the country plans to close over 1,000 outdated mines to reduce overproduction.	6.2
1321	71	3.5	4.25	sadness	2.0	6.0	1.0	25.0	55000.0	4.5	6.0	3.5	6.0	5.0	4.2860000000000005	3.714	4.0	4.571000000000001	282	I am a 25-year-old female of the White race. I have a four-year bachelor's degree and earn 55000 USD. Hi friend,   I saw this article the other day, and I'm really upset by the behavior of the poachers. They had absolutely no reason to attack this guy. I would like to see the villagers fairly punished for their terrible behavior. Can you give me a hand and pass this along to everybody on your friends list? I know it isn't much, but I think that if we work really hard together, we might be able to get enough support to make sure that the poachers are punished. At any rate, we should at least try to raise the money to help this injured guy.	Three anti-poaching rangers, including two South Africans and a Mozambican, were attacked by angry villagers in Mozambique after apprehending a poacher. The rangers, including Sean van Niekerk, were whipped, stabbed, and pelted with rocks. Van Niekerk suffered a minor skull fracture, stab wounds, and injuries to his face and back. Despite the incident, he remains committed to saving wildlife. The attack occurred when the rangers were transporting the poacher to the police station and a mob from the community approached them. The police officers who were present fled, leaving the rangers to defend themselves until a helicopter arrived. Van Niekerk hopes that sharing this story will expose the incompetence and corruption of the police officers involved.	6.2
1390	9	5.832999999999999	5.625	sadness	2.0	6.0	3.0	32.0	85000.0	5.0	7.0	6.5	6.5	3.0	4.143	3.0	4.857	4.714	345	I am a 32-year-old female of the Black or African American race. I have a four-year bachelor's degree and earn 85000 USD. I was just reading this article and thinking about how lucky we are to not have to experience such things. Even when major weather events or natural disasters are close by, we have the ability evacuate and miss the real damage. I've never had to deal with anything like this and I think it would be so difficult--I wonder how the community will come together to support each other. It is so sad that so much destruction can happen so quickly and totally upend the lives of so many.	"A powerful 7.8 magnitude earthquake struck central New Zealand, causing widespread devastation. At least two people were killed and many buildings and roads were damaged. The Prime Minister described the scene as ""utter devastation"" and estimated the damage bill to be in the billions of dollars. Powerlines and telecommunications were down, making it difficult to reach affected areas. A tsunami warning was issued but later downgraded. The aftershocks, including a 6.2 quake, added to the anxiety in an area still recovering from a deadly 2011 quake. The town of Kaikoura, a popular tourist spot, was heavily affected. Emergency response teams and the Navy were deployed to provide assistance. The quake also caused a slip dam breach and disrupted the dairy industry. Prime Minister Key postponed his trip to Argentina to address the disaster."	6.5
986	342	5.832999999999999	2.875	surprise	1.0	6.0	1.0	48.0	50000.0	7.0	7.0	7.0	4.0	7.0	3.857	1.0	4.857	4.143	141	I am a 48-year-old male of the White race. I have a four-year bachelor's degree and earn 50000 USD. This is a sad state of affairs, but what do you expect from a country that is as corrupt as Russia.  The ruling class has a stranglehold on the wealth and the average person gets next to nothing.  The country is barely a step above a third world country in most parts, while the rich get richer and Putin profits.  There is not that much difference now than in the 70's and 80's except now the corruption is out in the open and there are billionaires all over the place.	"The eldest generation in Russia, known as the ""children of the war,"" are living in poverty. Despite surviving World War II and other hardships, they are struggling to make ends meet on a meager pension. The falling ruble and rising prices have made it difficult for pensioners to afford basic necessities. Many have resorted to selling apples and relying on secondhand clothing and homegrown food. Medical care is also a challenge, as the cost of treatment is often too high. The government's response has been inadequate, offering a one-time payment instead of increasing pensions. Despite these difficulties, pensioners in Oryol have found solace in a DIY school for the elderly, where they can learn new skills and find companionship. However, they still long for a better quality of life and feel frustrated by the lack of support from the government."	3.2
322	281	6.332999999999999	3.75	sadness	2.0	6.0	1.0	42.0	105000.0	6.0	6.5	3.0	6.5	2.5	3.714	2.4290000000000003	4.714	4.714	323	I am a 42-year-old woman of the White race. I hold a four-year bachelor's degree and earn an income of 105,000 USD. Sally Brampton should serve as an example to others.  Talk about being forgotten.  She demonstrated clear signs of needing help, and the system failed her.  What a terrible loss!  A successful, intelligent, conflicted woman who was lost way too soon.  It is sad to see someone struggle with depression and other mental illnesses.  Society needs to do better to help people in need, especially when they are asking for it.  IT is a shame what happened to her.	"Sally Brampton, the founding editor of Elle magazine in the UK, took her own life after health professionals failed to offer her help, according to an inquest. Brampton, who had a long battle with depression, drowned after walking into the sea near her home. She had sought help from a psychiatrist and GP but did not receive the assistance she needed. Two months prior to her death, she had been referred to mental health services but was not offered any help. The inquest revealed that crucial information about her condition had not been provided to the relevant services. The coroner concluded that there were missed opportunities to help Brampton, but it is uncertain if they would have changed the outcome. The mental health services have since made changes and no longer use faxes. Brampton was a respected journalist and author, known for her book ""Shoot the Damn Dog"" about her battle with depression."	6.5
671	253	1.5	4.375	sadness	1.0	6.0	2.0	27.0	42500.0	6.5	6.0	2.0	2.0	4.0	3.571	2.857	4.0	3.429	149	I am a 27-year-old male of Hispanic or Latino origin. I have a four-year bachelor's degree and earn 42500 USD. After reading this article it seem like a nightmare is becoming a reality. Today drug user, especially opiod user, are taking there drugs in front of their children. It seems like the drug user are tired of taking their drugs and having people around them disagree with their habits. Its really a shame that parent are doing these drugs in front of their kids.	Police in Hope, Indiana, shared a disturbing photo of a mother passed out in her car from a drug overdose, with her 10-month-old son crying in the backseat. The incident highlights a growing trend of parents using drugs with their children in the car to avoid disapproval. The mother was revived with Narcan and charged with child neglect and possession of drug paraphernalia. The child now lives with his grandmother. This case is similar to a previous incident in East Liverpool, Ohio, where a couple overdosed with their 4-year-old son in the car. The police hope that sharing these photos will discourage drug users from endangering children. The opioid crisis continues to claim the lives of about 78 Americans every day.	4.2
1778	305	4.667	5.125	fear	1.0	6.0	1.0	33.0	75000.0	7.0	3.5	2.0	4.5	4.5	3.857	3.0	3.714	3.571	119	I am a 33-year-old male of the White race. I have obtained a four-year bachelor's degree and my annual income is 75000 USD. What an alarming statistic!  I had no idea that such things even existed!  While it's true that this seems to be much more of a problem in Russia than in the US, since it's on the internet it is still something that could potentially be accessed by our kids!  Teenagers have enough to deal with without having to worry about being prodded into doing something horrible like committing suicide by these online idiots!  I remember being a teenager and how hard it was, but I didn't have to deal with this!  This is completely awful!	A recent article in the independent newspaper Novaya Gazeta has sparked a national debate in Russia about the role of social media in promoting suicide among young people. The article claims that Russia's most popular social network, VKontakte (VK), has numerous groups that encourage vulnerable young people to kill themselves. The article alleges that at least 80 recent suicides can be linked to these online groups. Critics have accused the article of sensationalism and placing too much emphasis on the internet as a cause of juvenile suicide. However, the article has also prompted law enforcement agencies to launch a criminal case over groups on VK that allegedly promote suicide. Russia has one of the highest rates of youth suicide in the world, and the article has brought much-needed attention to this serious issue.	6.2
1299	325	3.333	2.875	sadness	1.0	2.0	1.0	27.0	64000.0	5.0	5.0	3.5	4.0	4.5	3.429	2.571	2.714	3.0	4	I am a 27-year-old male of the White race. I have a high school diploma and my income is 64000 USD. I am rather turned off by the fact that California allows the water supply to be so construed for people. Very sad to see people in central California go through what Flint, Michigan went through with poor water conditions and I'd hate to be in the political sphere there. It would be good to see organizations working within the region to bring residents quality water.	"The residents of Matheny Tract, a poor community in California's Central Valley, have been living with contaminated water for years. They have had to pay for bottled water in addition to their tainted tap water. However, legislation based on the ""human right to water"" is now being implemented, and Matheny Tract will be the first community to receive clean water under this law. Similar legislation has been introduced in Michigan, but is still stuck in committee. The issue of water inequality in rural communities has been brought to the forefront by the state's record-breaking drought. Many small rural systems in California have contaminated water, affecting an estimated 160,000 people. These communities often lack public investment and are overlooked by their local governments. The right to water is seen as a fundamental human right, and California's legislation is seen as a step towards addressing water inequality. The state has also introduced a publicly accessible database on water systems that are out of compliance. Matheny Tract is scheduled to receive clean water on June 1, marking a significant improvement for the community."	6.2
1681	157	7.0	7.0	sadness	2.0	2.0	1.0	60.0	74000.0	7.0	6.0	5.0	7.0	6.0	4.428999999999999	3.0	3.571	4.714	209	I am a 60-year-old female of the White race. I hold a high school diploma and earn 74000 USD. I just read a story about a black man named Terence Crutcher who was shot and killed by a white police officer named Betty Shelby in Tulsa Oklahoma. She was responding to another call when she noticed Terence Crutcher. The camera on her dashboard showed that Terence had his hands up. It was also video tapped by a helicopter. The officer claimed she felt like her life was in danger. Terence was a good man with a good heart. He was a churchgoer and a father of four children. Hundreds of people mourned his passing. If convicted Betty Shelby age 42 could face 4 years in prison for first degree manslaughter.	Terence Crutcher, an unarmed black man, was remembered at a funeral service in Tulsa, Oklahoma. The service drew hundreds of mourners and highlighted concerns about biased policing in the United States. The funeral came a day after the police officer who shot Crutcher was booked on a first degree manslaughter charge. Videos released by the police show Crutcher with his hands in the air before being shot. Speakers at the funeral described Crutcher as a father of four with a good heart. The service took place after a rally organized by Black Lives Matter and other groups.	6.5
1700	5	3.5	3.75	fear	1.0	6.0	3.0	34.0	92000.0	5.5	4.5	2.5	2.5	5.0	2.857	3.143	3.0	3.143	167	I am a 34-year-old male of Black or African American race. I hold a four-year bachelor's degree and have a yearly income of 92000 USD. What a terrifying ordeal that these plaintiffs went through. If I was them, I would be suing whoever was responsible, too. I try to avoid putting myself into situations like these, but life often does not care what you want. I hope that these people get the closure that they are seeking. I know I would want closure.	"More survivors of the Leviathan II tragedy, in which a whale-watching boat capsized and killed six people, have filed a lawsuit against the tour operator. The lawsuit describes the terrifying moments after the boat capsized, with the ship pitching and rolling in significant waves caused by a shallow reef. The captain had stopped the boat to view sea lions when a swell rose into a larger wave, causing the vessel to heel over. One of the plaintiffs, Robert Goodfellow, was submerged beneath the sea for a considerable period of time before swimming to the surface. Another plaintiff, Marya Levin, pushed a cushion towards two other passengers who were in danger of being struck by rotating propellers. Goodfellow and Levin eventually reached a lifeboat and are now seeking damages from the tour operator for physical, mental, and emotional trauma. Other survivors have also filed lawsuits, including one detailing their attempts to escape the sinking ship and a class-action suit citing post-traumatic stress disorder. The tour operator has referred to the sinking as an ""act of god."""	6.5
778	25	3.167	4.25	sadness	2.0	6.0	5.0	28.0	65000.0	6.0	7.0	3.0	3.0	3.5	2.714	3.0	3.714	3.143	349	I am a 28-year-old female of the Asian/Pacific Islander race. I have a four-year bachelor's degree and I earn 65000 USD. Wow, I feel really bad for the parishioners of the church that got burned down. At least nobody was injured. On the one hand, it's crazy that people would do this, but on the other hand, I'm not exactly surprised. Trump has been inciting racial hatred and tearing down standards of decent behaviour since before the beginning of his campaign. Let's hope he loses in November and we can file this away as a disgraceful moment in American history, nothing more.	"A black church in Greenville, Mississippi, was set on fire and vandalized with the words ""Vote Trump"" spray painted on the side. The fire is being investigated as a hate crime, and federal authorities are assisting with the investigation. The mayor of Greenville sees this as an attack on the black church and community. The city has experienced previous acts of racism, including the word ""nigger"" being painted on a boat. Arson is difficult to prove, but in this case, the political graffiti suggests a motive. Black churches have historically been targeted in acts of intimidation and hatred. With the upcoming election, there are concerns about violence and voter intimidation. The burning of the church is a reflection of the tense political climate in the United States."	4.2
538	362	1.6669999999999998	3.875	sadness	2.0	6.0	1.0	34.0	82000.0	6.5	5.0	2.0	6.5	3.5	4.714	3.286	4.2860000000000005	5.0	309	I am a 34-year-old female of the White race. I have a four-year bachelor's degree and earn 82000 USD. I really feel bad for Turkey. I think they are trying to do everything they can to get rid of terrorism in the country. It seems that their efforts are for naught. They want to keep the people safe and yet more terrorist groups keep popping up. Then the lawmakers are involved and there is only so much you can do. Turkey is constantly at war. I'm wondering if this will end up with the US trying to do something over there or bringing that trouble here. It is upsetting really to hear about all this going on in the world when people just want peace. There is always terrorism and someone trying to bring down a country, but the country tries its hardest to fight back despite opposition.	Turkish President Recep Tayyip Erdogan has escalated his conflict with the Kurdish opposition by arresting at least eight members of parliament from the pro-Kurdish Peoples' Democratic Party (HDP), including the party's two leaders. The arrests have been criticized as an assault on Turkey's democracy and have drawn condemnations from European capitals and the United Nations. The crackdown on political opponents follows a failed coup attempt in July, with tens of thousands of people being arrested or dismissed from their jobs. The government has also been targeting Kurdish opposition politicians, linking them to Kurdish militant groups. The arrests of HDP lawmakers are seen as a turning point in the government's campaign of arrests and have raised fears of greater instability in the country.	6.2
362	264	1.0	1.625	disgust	1.0	5.0	1.0	41.0	68500.0	6.5	3.5	2.5	5.5	6.0	4.143	2.571	3.857	3.571	87	I am a 41-year-old male of the White race. I completed a two-year associate degree and earn 68500 USD. I really am sick of these pseudo scientists running around screaming the sky is falling. It is a load of garbage science. The take a snapshot of the earth, a vastly complicated system with millions of variables that is in constant flux and motion. They plug this into a model with a couple of hundred hand picked variables and pronounce that we are all doomed. It is bad science and everyone knows it.	"This year is on track to be the warmest on record, and if carbon emissions continue to rise, record hot years will become the ""new normal"" by 2025. The damage has already been done, and the global average temperature of 2015 will be the norm by 2040. Extreme seasons will become the norm within decades if emissions continue as usual. However, there is still hope to prevent record-breaking heat at a seasonal and regional level with immediate action on carbon emissions. The Paris climate agreement's proposed emissions cuts are not enough to avoid the worst effects of climate change. To keep global temperature rise under 2 degrees Celsius, emissions need to be slashed by an additional 25 percent by 2030. Despite concerns about President-elect Donald Trump's stance on climate change, world leaders and activists remain committed to battling climate change."	1.2
